Review,Star
168 기준 살짝 짧은 기장이기는 하지만 속바지가 있어서 편하게 입기 좋아요! 옆쪽 슬릿 포인트가 심심하지 않고 아무데나 휘뚜루마뚜루 입기 좋습니당,5.0
"디자인은 정말 예쁜데 
안에 박음질은 엉망이에요
단 기장이 아예 다르게 어긋나있는데도 
그냥 박아놨네요
너무 아쉬워요
교환해봤자 허접할거 뻔해서 그냥 입습니다",3.0
교복 치마 대신 입으려고 샀는데 편하고 핏도 예쁘고 너무 만족합니다,4.0
"저렴한 가격인데 품질 좋네요~
안에 속바지가 있어서 좀 짧긴해도 부담없어요
저한테는 허리가 크고 엉덩이가 조여서 계속 올라가 더 짧아지긴 하는데, 음 괜찮아요 계속 내리면 되니까요 ㅋ
노멀하게 스타일있게 잘 입을 수 있을 것 같아요
굿굿",4.0
사이즈랑 길이가 완전 딱입니다! 160대초반 44사이즈 입으시면 xs사이즈 예쁘게 잘 맞을 것 같아요! 속바지도 달려 있는 제품이라서 짧지만 편하게 입을 수 있어서 너무 좋습니다,5.0
"허리가 얇은편인데 뜨지않고 딱맞아서 좋아요 
슬림해보이고 어디에 코디해도 잘어울려요
디테일이 예뻐요",5.0
교복 치마 대신 입으려고 샀는데 편하고 핏도 예쁘고 너무 만족합니다,4.0
"저렴한 가격인데 품질 좋네요~
안에 속바지가 있어서 좀 짧긴해도 부담없어요
저한테는 허리가 크고 엉덩이가 조여서 계속 올라가 더 짧아지긴 하는데, 음 괜찮아요 계속 내리면 되니까요 ㅋ
노멀하게 스타일있게 잘 입을 수 있을 것 같아요
굿굿",4.0
사이즈랑 길이가 완전 딱입니다! 160대초반 44사이즈 입으시면 xs사이즈 예쁘게 잘 맞을 것 같아요! 속바지도 달려 있는 제품이라서 짧지만 편하게 입을 수 있어서 너무 좋습니다,5.0
"허리가 얇은편인데 뜨지않고 딱맞아서 좋아요 
슬림해보이고 어디에 코디해도 잘어울려요
디테일이 예뻐요",5.0
얇은 여름치마 짧음 155/50 딱 맞지만 더 날씬한 분들이 잘 어울릴듯,4.0
"예쁘고, 짧고, 타이트해요. 세가지 다 알고 주문했습니당
164/44 xs 아주 딱!!맞아요. 얇고 헐렁한 셔츠도 넣어입으니까 잘 안빠질 정도입니다.
속에 바지가 있어서편해요 아무튼 만족",5.0
"깔끔하니 넘 이뻐요♡ 기다린 보람이 있어요~
길이도 치마바지에 걸맞는 딱 적당한 길이에요",5.0
이뻐요. 갖춰입기 좋아요. 깔끔하고 핏이 이뻐요! 추천해여,5.0
예뻐요 키가 큰편이라 짧긴한데 안에 바지가내장되어있어서 편해요  질도좋아욤,5.0
"속치마 있어서 입기 편해요
사이즈는 H스커트 치고 좀 안 달라붙습니다",4.0
L로 샀다가 너무 커서 M으로 교환했는데 허리도 편하게 잘 맞아요~~~ 안에 바지 있어서 속바지 안입어도 되고 핏도 이쁘네요,5.0
"사이즈 딱 맞아요
근데.. 지퍼가 이가 빠져서 고장난 상태로 왔어요
지퍼 좋은걸로 좀 쓰세요....",4.0
여름에 입기 좋은 재질이고 치마 안에 같은 재질의 속바지가 붙어있어서 편하게 입을 수 있을 것 같아요 핏도 마음에 듭니다,5.0
L로 샀다가 너무 커서 M으로 교환했는데 허리도 편하게 잘 맞아요~~~ 안에 바지 있어서 속바지 안입어도 되고 핏도 이쁘네요,5.0
"사이즈 딱 맞아요
근데.. 지퍼가 이가 빠져서 고장난 상태로 왔어요
지퍼 좋은걸로 좀 쓰세요....",4.0
여름에 입기 좋은 재질이고 치마 안에 같은 재질의 속바지가 붙어있어서 편하게 입을 수 있을 것 같아요 핏도 마음에 듭니다,5.0
"딱 예뻐요
근데 바지가 많이 튀어나와있어서
입으면 약간만 아래에서 봐도 바지가 바로 보이는데
저만 신경쓰이나요?",5.0
"옹 대박이에요 비율 깡패로 만들어주는 치마 바지인것 같아요 진짜 넘우 좋아용 제 키엔 짧은거 같긴한데 그래두 속에 바지라서 크게 불편한것 없이 잘 입었습니다!
아 그리구 크롭 자켓이랑 같이 입어주면 짱이에요",5.0
평소에 매우 자주 입고 있어요! 무난하고 핏도 넘 예뻐요!,5.0
허리 그렇게 안조이고 좋네요. 질이 좋습니다 강추!,5.0
"모델 사진과 실제가 비슷합니다. 늘어남 없이 단단한 재질 느낌이고, 지퍼 상단에 고리가 있어 내려갈 걱정이 없습미다. 안쪽 바지는 밑위가 길어 약간 올려 입어도 내려입어도 예쁩니다",5.0
예뻐요 마음에들어서 잘 입겠습니다 상품 좋아요,5.0
치마바지라 그런가 생각보다 넘 짧아요 그리고 자꾸 올라감,4.0
길이도 적당하고 트임이 예쁘고 속바지가ㅜ있어 만족,5.0
"치마는 많이 짧아요
성인인 제가 입으면 매우 짧고, 150정도 되는 딸이 입으니까 적당해보여요",5.0
"옷이 후기처럼 짧기는 하네요
바지가 있어서 덜 부담스럽긴하지만 좀 짧아요",5.0
길이도 적당하고 트임이 예쁘고 속바지가ㅜ있어 만족,5.0
"치마는 많이 짧아요
성인인 제가 입으면 매우 짧고, 150정도 되는 딸이 입으니까 적당해보여요",5.0
"옷이 후기처럼 짧기는 하네요
바지가 있어서 덜 부담스럽긴하지만 좀 짧아요",5.0
"옷은 편하고 이쁜데 
지퍼부분이 넘 약해서 입어보느라 두세번 지퍼 올리고 내렸더니 망가져버렸어요.
처음부터 올리기 힘들었는데..뽑기를 잘못한걸까요ㅠ 저렴한 편도 아닌데 실망스러워요",3.0
