Review,keyword
일단 너무너무 예쁘고 가성비 갑에 다가 유행하는 러블리 코어 그리고 발레 코어에 꼭 맞는 아이템이에요 레알 너무 예뻐요 저만 입게 사지 마세요 다들,"아이템, 이에요, 저만, 발레, 말다, 코어, 다가, 사지"
리본이랑 레이스가 넘 기 여운 치마에 요 치마가 많이 짧다고 해서 걱정했는데 저는 키가 작아서 길이도 딱 맞고 안에 속 바지도 있어서 너무 편했어요 처음 왔을 때는 구김이 좀 있었는데 스팀 한 번 하니까 하루 종일 입고 다녀도 구김이 안 가더라구 여 아무 티에도 잘 어울리고 딱 붙지 않아서 여름에도 시원하게 잘 입을 거 같아요,"여름, 편하다, 작다, 짧다, 길이"
우와 요새 유행하는 느낌의 치마 싸게 잘 샀아요 제가 키가 작은 편인데도 짧아서 엉덩이 다 보일 걱 같아 요 레이어드 용으로 입어야겠어요,"짧다, 작다, 엉덩이, 싸다, 펴다, 키, 유행"
키 인데 길이가 안 길어서 좋아요 너무 퍼도 않고 밴딩도 편하고 디자인이 너무 예뻐요,"밴딩, 디자인, 길이, 편하다, 인데, 퍼"
생각보다 더 짧아서 팬츠랑 레이어드해서 입어요 실물이 더 귀엽고 뽀짝해요,"귀엽다, 뽀짝해, 팬츠, 레이어드, 짧다, 실물"
같이 산 시 눈 블라우스랑 입었는데 찰떡이네요 추천,"찰떡, 블라우스, 추천"
요즘 유행하는 레이스 스커트 다 좋고 예쁜데 길이가 너무 짧아서 아쉬워요 안에 바지 내장이라 그래도 다행,"아쉽다, 내장, 유행, 다행, 바지"
길이가 상당히 짧아요 전 키가 작아서 괜춘해요 키크 신 분들은 비추입니다 블랙 화이트 둘 다 구입했어요 리본이 포인트라 크롭 반팔에 어 울릴 듯,"팔, 블랙, 크롭, 비추다, 키, 분, 포인트, 리본, 괜춘해"
모델 분 입으신 것처럼 상의를 그냥 무난한 티셔츠로 입어도 이 치마가 캐리해주는 것 같아 요 너무 튀지 않으면서도 꾸민 느낌이라 좋습니당,"티셔츠, 니당다, 캐리, 해주다, 그냥, 치마"
세탁 처음에 하고 나서 밴드가 말려서 아무리 해봐도 펴도 않고 입으면 안 그래도 짧았던 치마가 밴드 말린 것 때문에 엉덩이가 보일 정도가 됐어요 진짜 절대 사지 마세요 보세에서도 이 정도 퀄 나오기 힘든데 생돈 날렸네요,"짧다, 말다, 밴드, 세탁, 힘드다, 엉덩이, 아무리, 절대"
